blank1
79,190,125,186,121,186,144,216,125,194,144,205,144,205,148,224,144,209,178,216,171,224,182,205,163,205,186,213,171,205,194,213
64,117,91,144,87,106,91,175,98,98,95,152,106,117,117,156,110,133,110,152,110,117,121,156,117,114,125,156,137,121,125,163
98,178,117,182,121,182,137,194,121,190,152,194,140,209,148,213,129,194,159,197,152,213,156,209,159,205,178,216,167,197,190,197
60,102,76,133,98,98,72,140,87,91,79,144,87,114,83,148,91,102,98,152,102,110,91,140,106,98,110,144,125,114,114,117
72,178,117,163,102,182,148,190,110,182,144,190,114,194,144,205,125,205,144,194,140,194,163,190,156,190,178,197,148,197,178,171
38,79,68,121,76,87,68,140,72,98,72,121,68,76,83,125,91,83,76,117,95,79,79,117,79,79,98,114,98,76,87,110
91,159,125,159,102,156,133,190,114,175,148,186,137,175,137,186,129,163,152,186,129,163,163,186,129,182,152,190,152,163,178,178
0,49,26,60,7,30,26,79,38,60,38,76,38,41,26,95,30,30,38,91,22,34,34,76,41,30,45,64,57,30,45,60

blank2
80,229,140,221,140,216,157,233,140,195,157,221,148,212,153,233,165,229,191,233,165,246,191,246,182,242,191,229,191,242,199,238
80,178,119,182,110,165,119,204,123,174,123,195,140,187,136,208,153,178,140,195,153,153,157,191,165,182,144,199,165,182,174,208
102,221,127,199,140,216,161,221,136,225,165,242,153,242,174,233,165,242,187,233,161,238,187,250,174,233,182,238,191,242,221,238
80,153,102,187,119,174,131,216,123,170,119,208,148,174,136,212,157,182,161,216,157,187,153,195,170,191,161,208,174,174,157,208
76,229,127,204,144,216,153,246,144,225,165,233,131,216,170,255,165,229,195,246,182,233,195,255,174,250,199,246,199,238,216,233
76,165,89,195,119,178,119,216,123,174,131,208,165,178,140,221,144,187,153,212,174,165,153,221,157,178,170,204,170,161,165,204
110,221,153,204,131,225,165,233,144,221,174,221,148,233,178,255,170,242,178,225,174,242,191,229,182,238,204,250,199,233,204,250
89,157,97,191,127,157,127,208,123,178,123,208,127,165,119,208,140,178,140,199,153,178,144,191,157,182,153,208,165,165,144,199
106,225,140,221,136,216,157,229,153,221,165,225,148,233,170,238,178,221,178,233,178,242,195,238,191,246,204,233,187,233,212,242
80,153,102,199,102,153,114,204,119,148,119,212,131,153,123,195,153,161,131,182,144,178,148,208,153,174,153,204,161,165,165,187
89,208,140,208,127,212,153,233,148,233,178,229,153,229,170,246,153,233,178,233,174,238,195,246,204,242,212,250,191,246,199,233
68,153,89,178,97,153,119,212,127,165,110,212,123,153,136,199,140,165,119,174,140,161,136,199,153,153,153,204,153,174,144,199
93,225,119,195,119,225,153,238,140,212,157,216,161,229,174,246,157,212,182,208,178,221,187,233,187,225,204,242,195,238,216,221
59,140,85,165,89,144,93,182,119,136,110,182,114,136,131,199,123,131,123,178,131,148,114,174,136,148,119,178,140,148,148,178
93,208,144,208,127,216,153,221,153,212,165,229,148,208,161,225,153,221,174,212,153,233,187,229,178,229,199,225,174,221,199,216
59,136,72,170,97,140,89,191,97,131,106,174,102,131,119,165,119,148,97,153,131,140,110,165,127,140,119,170,131,119,119,165
89,191,127,199,123,178,144,212,136,204,157,216,153,221,161,212,140,212,178,229,161,212,178,225,165,187,187,221,178,212,191,229
46,123,80,136,93,127,76,170,89,127,85,170,93,114,97,153,97,123,93,161,110,127,93,165,97,114,110,165,131,110,110,144
76,187,140,195,127,191,131,225,127,182,148,229,136,199,157,221,153,195,174,204,161,212,182,199,165,221,187,212,178,187,191,187
51,110,63,131,93,97,72,148,93,97,97,153,102,119,72,153,97,97,102,144,93,110,102,131,127,119,110,144,114,114,106,131
63,170,127,187,127,178,136,204,110,191,148,204,140,182,144,212,131,208,165,208,153,212,170,204,148,191,174,204,157,204,199,178
29,97,63,119,68,93,59,140,72,93,59,127,80,80,72,140,89,110,89,136,93,93,68,131,89,102,89,123,97,76,102,114
102,165,131,174,102,174,123,187,114,195,144,195,127,182,144,216,131,178,148,199,131,178,161,204,140,191,161,182,153,199,182,182
0,51,4,55,12,34,29,85,21,29,25,72,51,38,38,72,8,38,25,55,29,17,25,51,46,38,29,55,46,21,42,42

blank3
95,216,137,209,133,216,140,228,137,224,159,235,152,224,171,228,152,224,175,224,163,224,171,232,171,235,178,235,190,239,197,235
91,159,129,194,117,163,125,201,133,159,121,190,137,171,144,201,148,171,156,201,152,175,137,201,159,178,152,201,175,182,159,197
110,213,121,205,121,216,144,224,133,220,163,235,159,220,175,228,152,224,163,228,163,235,197,235,175,224,201,243,178,228,197,228
98,171,117,197,121,167,125,209,144,167,133,205,152,163,152,209,140,175,148,205,159,178,156,216,167,186,163,194,163,175,167,209
98,201,137,197,125,216,148,243,140,220,167,235,159,220,178,232,159,224,178,235,159,220,171,239,178,235,201,235,175,228,201,228
83,159,114,182,121,163,117,194,121,156,133,213,137,159,133,220,137,167,159,190,159,167,156,205,159,171,148,201,178,178,156,205
102,205,144,216,140,213,159,224,137,220,163,224,159,224,159,243,171,216,178,232,167,228,178,232,175,224,194,235,182,228,186,239
91,148,102,186,117,156,125,201,121,175,137,197,137,163,144,209,156,171,140,186,152,163,144,194,156,175,156,201,163,163,148,205
95,216,144,224,137,213,156,228,137,235,167,228,148,216,152,235,156,232,186,228,175,228,178,228,178,235,197,232,178,228,201,224
76,148,102,186,125,152,121,201,129,156,125,186,140,144,125,197,148,159,148,197,167,167,148,190,163,144,152,186,163,152,144,186
91,220,140,220,117,216,163,235,140,224,163,228,148,228,163,243,167,235,178,224,175,220,175,251,175,224,186,255,190,247,194,251
64,152,98,171,117,148,106,197,121,156,121,182,133,148,140,197,140,156,144,194,129,167,129,194,148,156,159,197,156,156,148,190
98,213,144,220,133,216,156,239,140,209,163,220,148,205,167,243,163,220,182,224,159,209,194,228,175,232,205,213,186,224,209,243
76,148,95,167,114,140,106,190,125,140,106,178,117,144,125,190,129,125,137,171,140,148,129,175,144,137,129,167,152,137,140,175
95,197,133,197,133,190,144,228,133,220,163,220,144,213,171,224,152,213,171,201,178,220,182,224,175,213,201,224,197,205,220,213
72,133,91,148,102,133,125,182,102,133,110,171,117,133,117,175,125,140,117,167,129,140,129,175,148,140,133,159,140,137,133,163
87,190,121,186,117,194,144,213,133,205,148,224,140,197,159,228,140,194,159,220,163,197,167,209,159,209,178,220,178,220,194,216
60,125,79,156,87,133,87,175,106,121,98,156,117,114,102,156,91,117,117,163,114,133,121,159,114,110,121,152,125,121,133,152
83,186,125,190,133,201,152,216,129,186,144,205,129,209,156,213,133,201,163,194,144,201,178,201,156,209,167,220,167,186,171,197
57,110,64,137,95,98,98,144,102,102,83,144,98,102,95,163,87,110,102,144,106,91,98,152,125,106,114,148,106,95,117,117
87,186,129,167,121,182,144,194,102,178,148,197,129,182,152,201,137,205,144,190,144,190,159,205,144,194,163,197,152,194,190,171
34,91,68,125,72,91,72,133,76,79,83,133,83,87,72,121,83,102,76,121,83,98,87,121,98,79,76,121,102,76,98,114
87,159,129,167,102,159,129,178,133,190,140,178,129,186,133,182,129,178,152,167,129,178,163,190,148,194,148,182,156,182,182,171
0,68,7,72,30,45,30,79,26,38,22,79,45,49,34,95,41,38,30,76,30,41,30,72,38,41,45,64,60,22,45,60
